No.,Chinese (Simplified),Type,Gender,Note,Reference,EN,EN Optional,EN Status,JA,读音,JA Status,KO,KO Optional,KO Status,DE,FR,ES-419,RU,PT-BR,TH,ID,IT,Key_Index
9881,平息风暴,任务/成就 Quest/Achievement,/,,,Stormbreaker,,Confirmed,嵐を鎮圧する者,,Confirmed,폭풍 진압,,Confirmed,Sturmbrecher,Brise-tempête,Rompetormentas,Усмиритель бури,,,,,
9882,我才是那迫近的风暴！,任务/成就 Quest/Achievement,/,,,I Am the Storm,,Confirmed,嵐を体現する者,,Confirmed,내가 바로 다가오는 폭풍이다!,,Confirmed,Ich bin der Sturm,Je suis la tempête,Yo soy la tormenta,Я — буря,,,,,
9883,拘留所风云,任务/成就 Quest/Achievement,/,,,Detention Blues,,Confirmed,拘置所の風雲,,Confirmed,슬기로운 구치소 생활,,Confirmed,Haft-Blues,Blues de la détention,Conflictos de detención,Тюремная хандра,,,,,
9884,旧梦停航,任务/成就 Quest/Achievement,/,,,Dreams Adrift,,Confirmed,旧夢の終焉,,Confirmed,오랜 꿈의 정박지,,Confirmed,Drift-Träume,Rêves à la dérive,Sueños a la deriva,Плывущие сны,,,,,
9885,门卫,角色名称 Character Name,Male,,,Doorkeeper,,Confirmed,守衛,,Confirmed,,,,Pförtner,Portier,Portero,Привратник,,,,,
9886,热心市民卡厄斯,任务/成就 Quest/Achievement,Gender-neutral,,,Enthusiastic Citizen Chaos,,Confirmed,,,,,,,Enthusiastischer Bürger Chaos,Habitant enthousiaste Chaos,Caos el Ciudadano entusiasta,Увлечённый гражданин Хаос,,,,,
9887,螺钉商店,,,,,Bolt Shop,,Confirmed,黒鉄ショップ,,Confirmed,나사 상점,,Confirmed,Bolt-Laden,Boutique d’éclairs,Tienda de tornillos,Магазин болтов,,,,,
9888,洄廊意识体,角色名称 Character Name,,洄廊篇NPC名称,,Corridor Projection,,Confirmed,回廊意識体,,Confirmed,회랑 의식체,,Confirmed,Korridorprojektion,Projection du Couloir,Proyección del Sendero,Проекция коридора,,,,,
9889,奥义槽,技能 Skills,Gender-neutral,,,Ultimate Gauge,,Confirmed,,,,오의 게이지,,Confirmed,Ultimative Anzeige,Jauge d’ultime,Barra definitiva,Шкала сверхспособности,,,,,
9890,瑞茜,角色名称 Character Name,Female,,,Reese,,Confirmed,レイチェル,,Confirmed,레이시,,Confirmed,Reese,Reese,Reese,Риз,,,,,
9891,帕特里克,角色名称 Character Name,Male,,,Patrick,,Confirmed,パトリック,,Confirmed,패트릭,,Confirmed,Patrick,Patrick,Patrick,Патрик,,,,,
9892,洄廊创造者,称呼 Title/Nickname,/,,,Creator of the Corridor of Echoes,,Confirmed,回廊の創造者,,Confirmed,회랑의 창조자,,Confirmed,Schöpferin des Korridors der Echos,Créatrice du Couloir des Échos,Creadora del Sendero de Ecos,Создательница Коридора отголосков,,,,,
9893,毕业,角色名称 Character Name,Male,,,Grad,,Confirmed,,,,,,,Grad,Grad,Grad,Грэд,,,,,
9894,黑铁螺钉,物品/道具 Items/Props,/,,,Blacksteel Bolt,,Confirmed,黒鉄のネジ,,Confirmed,흑철 나사,,Confirmed,Schwarzstahl-Bolzen,Boulon d’acier noir,Tornillo de acero negro,Болт из чёрной стали,,,,,
9895,解困蜜,物品/道具 Items/Props,/,,,Somnosweet,,Confirmed,シャキットハニー,,Confirmed,잠깨꿀,,Confirmed,Schlummersüß,Somnodouceur,Dulcesueño,Сладкосон,,,,,
9896,焰火海鲜饭,物品/道具 Items/Props,Gender-neutral,,,Firework Seafood Paella,,Confirmed,,,,직화 해산물 볶음밥,,Confirmed,Feuerwerk-Meeresfrüchte-Paella,Paella aux fruits de mer feu d’artifice,Paella de mariscos centelleante,Паэлья с морепродуктами «Фейерверк»,,,,,
9897,轮胎-默认,物品/道具 Items/Props,Gender-neutral,,,Tires - Default,,Confirmed,,,,,,,Reifen – Standard,Pneus – Par défaut,Llantas: predeterminadas,Шины: по умолчанию,,,,,
9898,轮胎-雨胎,物品/道具 Items/Props,Gender-neutral,,,Tires - Rain,,Confirmed,,,,,,,Reifen – Regen,Pneus – Pluie,Llantas: Lluvia,Шины: дождь,,,,,
9899,轮胎-雪胎,物品/道具 Items/Props,Gender-neutral,,,Tires - Snow,,Confirmed,,,,,,,Reifen – Schnee,Pneus – Neige,Llantas: Nieve,Шины: снег,,,,,
9900,冲向明天的引擎,物品/道具 Items/Props,/,,,Tomorrow-Bound Engine,,Confirmed,明日へのブーストエンジン,,Revised,「미래로 질주」 엔진,,Confirmed,Morgengerichteter Motor,Moteur de demain,Motor rumbo al mañana,Двигатель «Устремлённый в завтра»,,,,,
9901,冲向后天的引擎,物品/道具 Items/Props,/,,,Overmorrow Engine,,Confirmed,明後日へのブーストエンジン,,Revised,「더 먼 미래로 질주」 엔진,,Confirmed,Übermorgen-Motor,Moteur d’après-demain,Motor del pasado mañana,Двигатель «Послезавтра»,,,,,
9902,冲向大后天的引擎,物品/道具 Items/Props,/,,,Beyond-Tomorrow Engine,,Confirmed,明々後日へのブーストエンジン,,Revised,「아득한 미래로 질주」 엔진,,Confirmed,Weitermorgen-Motor,Moteur d’au-delà de demain,Motor más allá del mañana,Двигатель «За пределами завтра»,,,,,
9903,格斗之王,称呼 Title/Nickname,/,,,Arena King,,Confirmed,格闘王,,Confirmed,격투의 왕,,Confirmed,Arena-König,Roi de l’arène,Rey de la arena,Король арены,,,,,
9904,918 Spyder,物品/道具 Items/Props,Gender-neutral,,,Porsche 918 Spyder,,Confirmed,,,,918 Spyder,,Confirmed,Porsche 918 Spyder,Porsche 918 Spyder,Porsche 918 Spyder,Porsche 918 Spyder,,,,,
9905,保时捷中心,地点/场所 Location/Place,/,,,Porsche Center,,Confirmed,Porscheセンター,,Confirmed,Porsche 센터,,Confirmed,Porsche-Zentrum,Centre Porsche,Centro Porsche,Центр Porsche,,,,,
9906,异闻录,系统/玩法 System/Gameplay,/,,,Strange Tales,,Confirmed,異聞録,,Confirmed,괴담집,,Confirmed,Seltsame Geschichten,Contes étranges,Extrañas historias,Странные истории,,,,,
9907,垂钓大师,技能 Skills,/,卡厄斯都市特技名称,,Master Angler,,Confirmed,釣りマスター,,Confirmed,낚시 마스터,,Confirmed,Meisterangler,Maître pêcheur,Maestro pescador,Мастер-удильщик,,,,,
9908,记忆/船锚,技能 Skills,/,卡厄斯都市特技名称,,Memory / Anchor,,Confirmed,記憶/錨,,Confirmed,기억 / 닻,,Confirmed,Erinnerung / Anker,Souvenir / Ancre,Memoria / Ancla,Память / Якорь,,,,,
9909,专属「蝠利」,技能 Skills,/,安魂曲都市特技名称,,Exclusive Bat-efit,,Confirmed,専用「コウモリ特典」,,Confirmed,전용 「박쥐 혜택」,,Confirmed,Exklusives Fledermaus-efit,Avantage exclusif de chauve-souris,Batibeneficio exclusivo,Мышклюзивные привилегии,,,,,
9910,泡水的异象市民证,物品/道具 Items/Props,/,,,Waterlogged Anomaly ID,,Confirmed,濡れた異象市民IDカード,,Confirmed,물에 젖은 이상 시민증,,Confirmed,Wasserbeschädigter Anomalie-Ausweis,Carte d’identité d’anomalie citoyenne,ID de ciudadano anómalo empapada,Размокший ID аномалии,,,,,
9911,蓝鳞旗,物品/道具 Items/Props,/,鱼形的旗帜,,Blue Scales Banner,,Confirmed,藍鱗の旗,,Confirmed,푸른 비늘 깃발,,Confirmed,Banner der blauen Schuppen,Bannière aux écailles bleues,Bandera de escamas azules,Знамя синей чешуи,,,,,
9912,红鳞旗,物品/道具 Items/Props,/,鱼形的旗帜,,Red Scales Banner,,Confirmed,赤鱗の旗,,Confirmed,,,,Banner der roten Schuppen,Bannière aux écailles rouges,Bandera de escamas rojas,Знамя красной чешуи,,,,,
9913,向阳一日,物品/道具 Items/Props,/,,,Sunward Day,,Confirmed,ヒナタの1日,,Confirmed,해오름섬의 하루,,Confirmed,Sunward-Tag,Journée sur l’île Solaire,Día de Solardiente,День на Солнцевороте,,,,,
9914,呼啸环线,系统/玩法 System/Gameplay,/,,,Howling Circle,,Confirmed,鳴動の環状線,,Revised,포효의 고리,,Confirmed,Heulkreis,Cercle hurlant,Círculo aullante,Воющий круг,,,,,
9915,晦冥环线,系统/玩法 System/Gameplay,/,,,Gloaming Circle,,Confirmed,宵闇の環状線,,Revised,어둠의 고리,,Confirmed,Dämmerkreis,Cercle crépusculaire,Círculo crepuscular,Сумеречный круг,,,,,
9916,穿云之声,Buff,/,,,Cloudpiercer Call,,Confirmed,雲穿つ声,,Confirmed,구름을 가르는 소리,,Confirmed,Wolkenbohrer-Ruf,Appel perce-nuées,Llamada de Rompenubes,"Зов, пронзающий облака",,,,,
9917,无星之夜,Buff,/,,,Starless Night,,Confirmed,星無き夜,,Confirmed,별 없는 밤,,Confirmed,Sternenlose Nacht,Nuit sans étoiles,Noche sin estrellas,Беззвёздная ночь,,,,,
9918,异闻名,系统/玩法 System/Gameplay,/,,,Anomaly Tales,,Confirmed,異聞名,,Confirmed,괴담 제목,,Confirmed,Anomalie-Geschichten,Récits d’anomalies,Relatos de Anomalías,Истории об аномалиях,,,,,
9919,游船码头,地点/场所 Location/Place,/,,,Cruise Pier,,Confirmed,遊覧船乗り場,,Confirmed,유람선 선착장,,Confirmed,Kreuzfahrtpier,Quai de croisière,Muelle de Cruceros,Круизный причал,,,,,
9920,月见塔,地点/场所 Location/Place,/,,,Moonview Tower,,Confirmed,月見の塔,,Confirmed,달맞이탑,,Confirmed,Mondblick-Turm,Tour de Clair-de-lune,Torre Miraluna,Башня лунного обзора,,,,,
9921,拱门湾,地点/场所 Location/Place,/,,,Archway Bay,,Confirmed,アーチ湾,,Confirmed,아치만,,Confirmed,Torbogenbucht,Baie de l’Arche,Bahía del Arco,Арочная бухта,,,,,
9922,肌肉棉绒绒,异象名称 Anomaly Name,/,暴走棉绒绒の原文表記ゆれの可能性あり。,,Gigafluff,,Confirmed,筋強モフ,,Confirmed,,,,Gigaflausch,Gigaflanelle,Gigapeludo,Гигапушистик,,,,,
9923,纸制航行,剧情 Storyline,/,大世界约会相关,,Paper Boat Day,,Confirmed,紙の航海,,Confirmed,종이배의 항해,,Confirmed,Papierboot-Tag,Journée des bateaux de papier,Día de los barquitos de papel,День бумажных корабликов,,,,,
9924,一起去钓鱼,剧情 Storyline,/,大世界约会相关,,A Day by the Water,,Confirmed,一緒に釣り,,Confirmed,함께 하는 낚시,,Confirmed,Ein Tag am Wasser,Une journée au bord de l’eau,Un día junto al agua,День у воды,,,,,
9925,绿鳞旗,物品/道具 Items/Props,/,鱼形的旗帜,,Green Scales Banner,,Confirmed,緑鱗の旗,,Confirmed,초록 비늘 깃발,,Confirmed,Banner der grünen Schuppen,Bannière aux écailles vertes,Bandera de escamas verdes,Знамя зелёной чешуи,,,,,
9926,金梭子,物品/道具 Items/Props,/,钓鱼-鱼类名称,,Gilded Dart,,Confirmed,ゴールデンカマス,,Confirmed,바라쿠다,,Confirmed,Vergoldeter Dart,Dard doré,Dardo dorado,Позолоченный дротик,,,,,
9927,海中栗,物品/道具 Items/Props,/,钓鱼-鱼类名称,,Brine Chestnut,,Confirmed,海中の栗,,Confirmed,,,,Salzkastanie,Châtaigne saumâtre,Castaña salina,Морской каштан,,,,,
9928,星斑鱼,物品/道具 Items/Props,/,,,Astral Spotfin,,Confirmed,星斑魚,,Confirmed,스타스팟 그루퍼,,Confirmed,Astral-Fleckflosse,Astral tacheté,Aleta moteada astral,Астральный пестропёр,,,,,
9929,条纹椰,物品/道具 Items/Props,/,钓鱼-鱼类名称,,Coco Stripe,,Confirmed,縞々ココナッツ,,Confirmed,줄무늬 코코넛 문어,,Confirmed,Coco-Streifen,Rayure coco,Coco rayado,Полосатый кокосовик,,,,,
9930,黑夜蝠鲼,物品/道具 Items/Props,/,钓鱼-鱼类名称,,Midnight Ray,,Confirmed,ダークマンタ,,Confirmed,나이트 만타레이,,Confirmed,Mitternachtsrochen,Raie de minuit,Raya de medianoche,Полуночный скат,,,,,
9931,五香饵,物品/道具 Items/Props,/,钓鱼-鱼饵名称,,Spiced Bait,,Confirmed,五香の餌,,Confirmed,오향 미끼,,Confirmed,Gewürzter Köder,Appât épicé,Cebo especiado,Наживка со специями,,,,,
9932,百果饵,物品/道具 Items/Props,/,钓鱼-鱼饵名称,,Orchard Bait,,Confirmed,百果の餌,,Confirmed,백미 미끼,,Confirmed,Obstgarten-Köder,Appât du verger,Cebo del huerto,Садовая наживка,,,,,
9933,十全饵,物品/道具 Items/Props,/,钓鱼-鱼饵名称,,Prime Bait,,Confirmed,十全の餌,,Confirmed,퍼펙트 미끼,,Confirmed,Prime-Köder,Appât de choix,Cebo supremo,Высококлассная наживка,,,,,
9934,蜜炼饵,物品/道具 Items/Props,/,钓鱼-鱼饵名称,,Nectar Bait,,Confirmed,蜜練り餌,,Confirmed,설탕절임 미끼,,Confirmed,Nektar-Köder,Appât nectar,Cebo de néctar,Нектарная наживка,,,,,
9935,浮光饵,物品/道具 Items/Props,/,钓鱼-鱼饵名称,,Gleam Bait,,Confirmed,浮光の餌,,Confirmed,플로팅 라이트 미끼,,Confirmed,Glanzköder,Appât scintillant,Cebo reluciente,Мерцающая наживка,,,,,
9936,幽兰饵,物品/道具 Items/Props,/,钓鱼-鱼饵名称,,Orchid Bait,,Confirmed,幽蘭の餌,,Confirmed,유란 미끼,,Confirmed,Orchideenköder,Appât orchidée,Cebo de orquídea,Орхидейная наживка,,,,,
9937,流霞饵,物品/道具 Items/Props,/,钓鱼-鱼饵名称,,Duskglow Bait,,Confirmed,流霞の餌,,Confirmed,노을빛 미끼,,Confirmed,Dämmerglühenköder,Appât lueur du crépuscule,Cebo resplandor crepuscular,Закатная наживка,,,,,
9938,异象福利院,世界观 Worldbuilding,Gender-neutral,,,Anomaly Charity House,,Revised,,,,,,,Anomalie-Wohltätigkeitshaus,Maison caritative pour anomalies,Hogar benéfico para anomalías,Благотворительный приют для аномалий,,,,,
9939,扭扭饼干,物品/道具 Items/Props,/,,,Twisty Cookies,,Confirmed,ニョロニョロクッキー,,Confirmed,뉴뉴 쿠키,,Confirmed,Twisti-Kekse,Biscuits Twisty,Galletas Twisty,Печенье «Твисти»,,,,,
9940,家用箭靶,物品/道具 Items/Props,/,家具名称,,Home Target,,Confirmed,家庭用ダーツボード,,Revised,가정용 과녁,,Confirmed,Heim-Zielscheibe,Cible d’intérieur,Diana de interior,Домашняя мишень,,,,,
9941,阿瑞斯跑步机,物品/道具 Items/Props,/,家具名称,,Ares Treadmill,,Confirmed,アレストレッドミル,,Revised,아레스 러닝머신,,Confirmed,Ares-Laufband,Tapis de course Ares,Caminadora Ares,Беговая дорожка «Арес»,,,,,
9942,阿瑞斯动感单车,物品/道具 Items/Props,/,家具名称,,Ares Exercise Bike,,Confirmed,アレスエアロバイク,,Revised,아레스 스피닝 바이크,,Confirmed,Ares-Heimtrainer,Vélo d’appartement Ares,Bicicleta estática Ares,Велотренажёр «Арес»,,,,,
9943,安魂曲的手提箱,物品/道具 Items/Props,/,家具名称,,Lacrimosa's Suitcase,,Confirmed,レクイエムのトランク,,Revised,라크리모사의 가방,,Revised,Lacrimosas Koffer,Valise de Lacrimosa,Maleta de Lacrimosa,Чемодан Лакримозы,,,,,
9944,山野屏风,物品/道具 Items/Props,/,家具名称,,Rustic Folding Screen,,Confirmed,山野の屏風,,Confirmed,산과 들 파티션,,Confirmed,Rustikaler Paravent,Paravent rustique,Biombo rústico,Рустикальная ширма,,,,,
9945,马迪诺斯屏风,物品/道具 Items/Props,/,家具名称,,Madinos Folding Screen,,Confirmed,マディノス屏風,,Confirmed,마디노스 파티션,,Confirmed,Madinos-Paravent,Paravent Madinos,Biombo Madinos,Ширма «Мадинос»,,,,,
9946,黑胡桃木书桌,物品/道具 Items/Props,/,家具名称,,Black Walnut Desk,,Confirmed,ウォールナットのデスク,,Revised,블랙 월넛 원목 책상,,Confirmed,Schreibtisch aus Schwarznuss,Bureau en noyer noir,Escritorio de nogal negro,Письменный стол из чёрного ореха,,,,,
9947,记忆的永恒,物品/道具 Items/Props,/,讨债人 - 角色养成道具名称,,Eternal Memory,,Confirmed,記憶の固執,,Confirmed,기억의 영속성,,Confirmed,Ewige Erinnerung,Souvenir éternel,Recuerdo eterno,Вечное воспоминание,,,,,
9948,驾校方程式,任务/成就 Quest/Achievement,/,,,Driving School Formula,,Confirmed,教習所の方程式,,Confirmed,,,,Fahrschul-Formel,Formule auto-école,Fórmula Autoescuela,Автошкола «Формула»,,,,,
9949,致谢环节,任务/成就 Quest/Achievement,/,,,Acknowledgments,,Confirmed,謝辞,,Confirmed,감사의 시간,,Confirmed,Danksagung,Remerciements,Agradecimientos,Благодарности,,,,,
9950,证明身份,系统/玩法 System/Gameplay,Gender-neutral,,,Proof of Identity,,Confirmed,,,,신분 증명,,Confirmed,Identitätsnachweis,Preuve d’identité,Prueba de identidad,Подтверждение личности,,,,,
9951,要养小狗吗？,任务/成就 Quest/Achievement,/,,,Want a Puppy?,,Confirmed,子犬を飼う？,,Confirmed,강아지 키워볼래?,,Confirmed,Möchtest du einen Welpen?,Envie d’un chiot ?,¿Quieres un cachorro?,Щеночка не хотите?,,,,,
9952,去上晴塔吧！,任务/成就 Quest/Achievement,/,,,To Hethereau Skytower!,,Confirmed,アッパレタワーへ行こう！,,Confirmed,선샤인 타워로!,,Confirmed,Zum Hethereau-Skytower!,Direction la Skytower d’Hethereau !,¡A la Torre Hethereau!,К Небоскрёбу Этеро!,,,,,
9953,电梯上行,任务/成就 Quest/Achievement,/,,,Going Up,,Confirmed,エレベーター上昇中,,Confirmed,올라갑니다,,Confirmed,Aufwärts,Montée,En ascenso,Подъём,,,,,
9954,风平浪静,任务/成就 Quest/Achievement,/,,,Calm Seas,,Confirmed,平穏無事,,Confirmed,평온한 시간,,Confirmed,Ruhige See,Mer calme,Mar en calma,Спокойное море,,,,,
9955,去看海吧！,任务/成就 Quest/Achievement,/,,,To the Sea!,,Confirmed,海を見に行こう！,,Confirmed,바다 보러 가자!,,Confirmed,Auf zum Meer!,À la mer !,¡Al mar!,К морю!,,,,,
9956,没说完的话,任务/成就 Quest/Achievement,/,,,Unspoken Words,,Confirmed,言い残したこと,,Confirmed,다 하지 못한 말,,Confirmed,Ungesagte Worte,Non-dits,Palabras no dichas,Невысказанные слова,,,,,
9957,失速狂飙,其他 Other,/,限时活动名,,Everdriving,,Revised,エバードライブ,,Revised,광란의 질주,,Confirmed,Tempolimit-Rausch,Ruée en vitesse de décrochage,Aceleración máxima,Предельная скорость,,,,,
9958,赛道掠影,物品/道具 Items/Props,/,保时捷联动名片,,Trackside Shadow,,Confirmed,音速の幻影,,Revised,트랙 위의 실루엣,,Confirmed,Verfolgungsseiten-Schatten,Ombre en bord de piste,Sombra de la pista,Придорожная тень,,,,,
9959,怦然瞬间,物品/道具 Items/Props,/,,,Heartbeat Moment,,Confirmed,エキサイト,,Revised,두근거리는 순간,,Confirmed,Herzschlag-Moment,Instant de cœur,Momento de latido,Ускользающий миг,,,,,
